ID_Institution,ID_KG,picNumber,vatNumber,name,shortName,activityType,street,postCode,city,country,geolocation,organizationURL
,2140,,,Hamburgische Schiffbau-Versuchsanstalt GmbH Computational Fluid Dynamics,,,Bramfelder Str. 164,D-22305,HAMBURG,DE   ,,www.hsva.de
,5935,,,Keep Sweden Tidy,,OTH,Rosterigränd 4,117 61,Stockholm,SE   ,,www.hsr.se/english?gclid=CjwKCAjwhcjVBRBHEiwAoDe5x84c1bsi6gZ_DLeebBg7fF6nOQ1IfbU6Byekd963C4YRA521PrRvFxoCiX4QAvD_BwE
,2608,997685644,,ELLINIKI ETAIREIA MI KATASTROFIKONELEGHON SOMATEIO*ELEMKE HELLENC SOCIETY OF MONDESCTRUCTIVE TESTING HSNT,HSNT,OTH,ZOGRAFOU 157,15710,ATHINA,EL,,www.hsnt.gr
,6148,998686781,CHE328508904MWST,FACHHOCHSCHULE ZENTRALSCHWEIZ - HOCHSCHULE LUZERN,LUCERNE UNIVERSITY OF APPLIED SCIENCES AND ARTS,HES,WERFTESTRASSE 4,6002,LUZERN,CH,"47.0468457,8.3149094",www.hslu.ch
,2471,,,University of Public  Administration Kehl,,,Kinzigallee 1,D - 77694 ,Kehl,DE   ,,www.hs-kehl.de
,5080,999872800,RU7714030726,FEDERAL STATE AUTONOMOUS EDUCATIONAL INSTITUTION FOR HIGHER PROFESSIONAL EDUCATION NATIONAL RESEARCH UNIVERSITY HIGHER SCHOOL OF ECONOMICS,HSE,HES,MYASNITSKAYA STR 20,101000,MOSCOW,RU,"55.7616531,37.6334765",www.hse.ru
,6632,999461811,GB888810177,HEALTH AND SAFETY EXECUTIVE,HSE,REC,"MERTON ROAD, REDGRAVE COURT",L20 7HS,BOOTLE MERSEYSIDE,UK,"54.7023545,-3.2765752",www.hse.gov.uk
,2450,,,University of Applied Sciences Bremerhaven,,,An der Karlstadt 8, 27568,Bremerhaven,DE   ,,www.hs-bremerhaven.de
,2158,,,Hochschule Bremen University of Applied Sciences,,,Neustadtswall 30,28199 ,Bremen,DE   ,,www.hs-bremen.de
,6657,,,"Informatics Group, HR Wallingford Ltd",,PRC,"Howbery Park, Wallingford", OX10 8BA,Oxfordshire,GB   ,,www.hrwallingford.com
,6643,998049103,GB570039752,HR WALLINGFORD LIMITED,HRW,REC,HOWBERY PARK,OX10 8BA,WALLINGFORD,UK,"51.60586085,-1.11196612588854",www.hrwallingford.co.uk
,2604,998723932,EL094005032,HELLENIC REGISTER OF SHIPPING S.A.,HRS,PRC,Akti Miaouli  23,18535,KERATSINI / PIREAS,EL,"37.9706425,23.617576818010384",www.hrs.gr
,2134,,,Hamburg Port Training Institute GmbH,HPTI,,Am Ballinkai 1,D-21129,HAMBURG,DE   ,,www.hpti.de/
,6633,,,Health Protection Agency,HPA,,61 Colindale Avenue,,,GB   ,,www.hpa.org.uk
,6140,948225441,,HOYER (SVIZZERA) SA,Hoyer,PRC,VIA F BORROMINI 20A,6850,MENDRISIO,CH,,www.hoyer-group.com
,400,998686684,,HOGESCHOOL WEST-VLAANDEREN HOWEST,Howest,HES,MARKSESTEENWEG 58,8500,KORTRIJK,BE,,www.howest.be
,4003,971716416,,HORTIMARE BV,Hortimare,PRC,ESTHER DE BOER VAN RIJKPARK   20,1705 LN,Heerhugowaard,NL,"52.6504481,4.8209216",www.hortimare.com
,4969,998175688,PT512017050,Universidade dos Açores,UAzores,HES,Mãe de Deus,9500-321,Ponta Delgada,PT,"37.8216423,-25.72533066675824",www.horta.uac.pt
,6641,989579936,,Horizon Discovery Limited,HORZ,PRC,CAMBRIDGE RESEARCH PARK,CB25 9TL,Cambridge,UK,"52.2896639,0.1712838542982707",www.horizondiscovery.com
,1546,,,HORIBA Jobin Yvon SAS,,PRC,Domaine de l'Université de Paris S 503,91400,Orsay,FR   ,,www.horiba.com/fr/contact-us/worldwide-locations/europe/france/horiba-france-sas/
,4368,,,Hordaland County Council,,OTH,Agnes Mowinckels gate 5,5008,Bergen,NO   ,,www.hordaland.no/nn-NO/hordaland-county-council/
,2611,996757354,,"HORAMA, MARKETING & ENGINEERING SERVICES S.A.",HORAMA,PRC,Fiikis Etaireias 22,18120,Athens,EL,,www.horama.com
,1545,965924352,,HONKYTONK FILMS SAS,HK,PRC,RUE CLAUDE TILLIER 18 20,75012,PARIS,FR,,www.honkytonk.fr/
,6640,,,Holyhead Towing Co Ltd,,PRC,"Newry Beach Yard,",LL65 1YB,Holyhead ,GB   ,,www.holyheadtowing.co.uk/
,3322,967204461,IT07224340963,HOLONIX SRL,HOLONIX,PRC,CORSO ITALIA 8,20821,MEDA (MB),IT,"40.899847,14.1866781",www.holonix.it
,2775,999773569,HU13371627,HOLOGRAFIKA HOLOGRAMELOALLITO FEJLESZTO ES FORGALMAZO KFT,HOLOGRAFIKA,PRC,ADY ENDRE UTICA 3/A,1192,BUDAPEST,HU,"47.5819095285714,19.0888663428571",www.holografika.eu
,4212,,,TLO Holland Controls BV,,PRC,Grimalidihof 23,3329BA,Dordrecht,NL   ,,www.holland-controls.com
,891,,,Hvidovre Forsyning A/S,,,Ørestads Boulevard 35, DK-2300,København S,DK   ,,www.hofor.dk/
,1544,984201286,,HOCER SAS,Hocer,PRC,BOULEVARD EINSTEIN 23,44300,NANTES,FR,,www.hocer.com
,2305,,,Munich University of Applied Sciences,HM,,Lothstr. 34,80335,Munich,DE   ,,www.hm.edu
,1543,,,HLP DEVELOPPEMENT,,PRC,Notre-Dame de Lorette 8,75009,Paris,FR   ,,www.hlpdeveloppement.fr/
,3998,988470062,NL804242549B01,HKV LIJN IN WATER BV,HKV,PRC,BOTTER 11 29,8232 JN,LELYSTAD,NL,"52.5046,5.46215428252765",www.hkvconsultants.com
,1909,959126495,,ARBEITSGEMEINSCHAFT HUTTENKALK EV,HKKalke,REC,BLIERSHEIMER STRASSE 62,47229,DUISBURG,DE,,www.hk-kalke.de
,5549,986376802,,HIJOS DE J. BARRERAS SA (HJB ASTILLERO BARRERAS),BARRERAS,PRC,AVNIDA DE BEIRAMAR 2,36208,VIGO,ES,,www.hjbarreras.es
,4000,991837902,,HITT HOLLAND INSTITUTE OF TRAFFIC TECHNOLOGY BV,HITT Traffic,PRC,OUDE APELDOORNSEWEG 41/45,7300 AS,APELDOORN,NL,,www.HITT.nl
,4366,,,HitraMat AS,,PRC,Hitra Fiskerihavn,,HITRA,NO   ,,www.hitramat.com
,6638,,,Hitachi Europe Ltd,,PRC,"Whitebrook Park, Lower Cookham Rd",SL6 8YA,Maidenhead,GB   ,,www.hitachi.eu/en
,5550,958916490,,HISDESAT SERVICIOS ESTRATEGICOS SA,HIS,PRC,PASEO DE LA CASTELLANA 149,28046,MADRID,ES,,www.hisdesat.es
,4474,,,Norwegian Institute for Urban and Regional Research,NIBR,HES,PO box 4 St. Olavs plass,NO-0130,Oslo,NO   ,,www.hioa.no
,4426,975206476,NO971555483MVA,HOGSKOLEN I MOLDE,HI Molde,HES,BRITVEGEN 2,6411,MOLDE,NO,"62.7365613,7.109316808192483",www.himolde.no
,6094,,,University of Kalmar,HIK,,Nygatan 18,,KALMAR,SE   ,,www.hik.se
,1047,,,Hiiu Municipality,,,Keskväljak,92413,Kärdla,EE   ,,www.hiiuvald.ee/
,5546,996346074,ESB82370321,HI IBERIA INGENIERIA Y PROYECTOS SL,HI-IBERIA,PRC,CALLE JUAN HURTADO DE MENDOZA 14 PISO BAJ,28036,MADRID,ES,"40.4252835,-3.5549401",www.hi-iberia.es
,4362,998027860,NO974251760MVA,HØGSKOLEN I HEDMARK (HIHM),HUAS,HES,HAMARVEGEN  112,2411,ELVERUM,NO,"60.8817619,11.5368891",www.hihm.no
,5548,,,HIDTMA SL,,PRC,"Calle Perú, 6",28290,Las Rozas,ES   ,,www.hidtma.com/
,5547,952735650,,HIDROLAB S.L.,HLAB,PRC,CALLE C 10 POLIGONO INDUSTRIAL 10,02007,ALBACETE,ES,,www.hidrolab.es
,4867,998150953,PT501494170,INSTITUTO HIDROGRAFICO,IH,REC,R. das Trinas 49,1249-093,LISBOA,PT,"38.7077926,-9.136506",www.hidrografico.pt
,560,,,Hidrocultivos SA,,PRC,DIR WHEELWRIGHT 905,,CALDERA III REGIÓN,CL   ,,www.hidrocultivos.cl/
,5142,,,National Academy of Sciences of Ukraine; State Museum of Natural History,RHMSS,,,,,RS   ,,www.hidmet.gov.rs
,4582,998222927,NO970940243MVA,HOGSKOLEN I BODO,Bodø University Coll,HES,MORKVEDTRAKKET,8026,BODO,NO,"67.264386,14.34774894210406",www.hibo.no
,4285,968943089,,HOGSKOLEN I ALESUND,AUC,HES,LARSGAARDSVEGEN 2,6009,ALESUND,NO,,www.hials.no
,4002,,,Hoogheemraadschap Hollands Noorderkwartier,HHNK,,Stationsplein 136,1703 WC ,Heerhugowaard,NL   ,,www.hhnk.nl
,3936,,,Delfland Water Board,,PUB,Phoenixstraat 32,2611 AL,Delft,NL   ,,www.hhdelfland.nl/english
,5917,998196931,SE202100320301,HOGSKOLAN I  HALMSTAD,HOGSKOLAN I  HALMSTAD,HES,KRISTIAN IVS VAG 3,301 18,HALMSTAD,SE,"56.6739826,12.8574827",www.hh.se
,2451,,,University of Applied Sciences Stuttgart,,,Schellingstraße 24,70174 , Stuttgart,DE   ,,www.hft-stuttgart.de/
,5921,972262138,,HEXICON AB,Hexicon,PRC,VARVSVAGEN 6,74243,OREGRUND,SE,,www.hexicon.eu
,3997,,,Hesy Bergambacht BV,,,Ambachtstraat 16,100,EX BERGAMBACHT,NL   ,,www.hesy.com
,6137,999479659,CHE105150400TVA,HAUTE ECOLE SPECIALISEE DE SUISSE OCCIDENTALE,HES-SO,HES,Route de Moutier 14,2800,DELEMONT,CH,"47.3613749,7.34610495",www.hes-so.ch
,6184,,,University of Applied Sciences Western Switzerland,,HES,Route de Moutier 14,CH-2800,Delémont 1,CH   ,,www.hes-so.ch
,7059,,,University of Hertfordshire,,HES,Mosquito Way,AL10 9EU,Hatfield,GB   ,,www.herts.ac.uk
,1177,999784045,FI08964592,Hermia Business Development Ltd,HBD,PRC,HERMIANKATU 6A,33720,TAMPERE,FI,"61.4121385,23.59640677537642",www.hermiayrityskehitys.fi
,4365,965896222,,HERMES AS,HERMES,PRC,SONDRE BOTTEN,9584,SOR-TVERRFJORD,NO,,www.hermes-as.no
,5016,,,National Heritage Institute,NIH,HES,,,,RO   ,,www.herein-system.eu
,6635,,,"Herbert Software Solutions - Europe, Ltd",,,"Suite 773, 2 Old Brompton Rd,",,,GB   ,,www.herbertsoftware.com
,1404,,,Conseil général de l'Hérault,,PUB,,34830,Jacou,FR   ,,www.herault.fr
,887,996339963,DK59946013,Hempel A/S,Hempel A/S,PRC,Lundtoftevej  150,2800,Kgs. Lyngby,DK,"55.7532676,12.5226347",www.hempel.com
,1255,999994535,FI03134717,HELSINGIN YLIOPISTO,UH,HES,YLIOPISTONKATU 3,00014,HELSINGIN YLIOPISTO,FI,"60.1721612,24.947271",www.helsinki.fi
,99,989138004,,FIRST-DDSG LOGISTICS HOLDING GMBH,HEL,PRC,HANDELSKAI 348,1020,VIENNA,AT,,www.helogistics.at
,2156,999994729,DE129521671,HELMHOLTZ ZENTRUM MUENCHEN DEUTSCHES FORSCHUNGSZENTRUM FUER GESUNDHEIT UND UMWELT GMBH,HMGU,REC,INGOLSTADTER LANDSTRASSE 1,85764,NEUHERBERG,DE,"48.9138794,10.903546",www.helmholtz-muenchen.de
,2153,999470347,DE114815244,HELMHOLTZ-ZENTRUM FUR INFEKTIONSFORSCHUNG GMBH,HZI,REC,INHOFFENSTRASSE 7,38124,BRAUNSCHWEIG,DE,"52.214720799999995,10.53258099525548",www.helmholtz-hzi.de
,4359,996625725,,HANSEN PROTECTION AS,HH Pro,PRC,TYKKEMYR 27,1501,Moss,NO,,www.hellyhansenpro.com
,1172,,,Helsinki Commission; Baltic Marine Environment Protection Commission,HELCOM,OTH,Katajanokanlaituri 6 B,FI-00160 ,Helsinki,FI   ,,www.helcom.fi/
,1131,,,City of Helsinki,,OTH,Pohjoisesplanadi 11-13,99,Helsinki,FI   ,,www.hel.fi/helsinki/en
,6139,998156094,,HEIQ MATERIALS AG,HeiQ,PRC,ZUERCHERSTRASSE 42,5330,BAD ZURZACH,CH,,www.heiq.com
,2146,983542462,DE116735535,HECKMANN MASCHINENBAU UND VERFAHRENSTECHNIK GMBH,Heckmann,PRC,HESPENWEG 20,27313,DORVERDEN HULSEN,DE,,www.heckmann-mt.de
,6634,998321867,,HEBRIDEAN SEAWEED COMPANY LIMITED,HS,PRC,ARNISH POINT INDUSTRIAL ESTATE 1.3,HS2 9JY,STORNOWAY,UK,,www.hebrideanseaweed.co.uk
,2145,,,Heavens-Above GmbH,,,Pfingstrosenstraße 2,81377,München,DE   ,,www.heavens-above.com/
,3996,983596491,,Heatmaster B.V.,HEATMASTER,PRC,Grotenoord 1,3341 LT,Hendrik Ido Ambacht,NL,,www.heatmaster.nl
,6138,998903673,,Haute Ecole ARC Ingénierie,HE-ARC,HES,Place de la Gare 4,CH 2002,Neuchâtel,CH,,www.he-arc.ch
,1539,999951952,,HEALTHGRID,HEALTHGRID,OTH,Rue Charles de Montesquieu 36,63430,PONT DU CHATEAU,FR,,www.healthgrid.org
,2128,,,HafenCity University Hamburg,HCU,HES,Überseeallee 16,20457,HAMBURG,DE   ,,www.hcu-hamburg.de
,2593,999577532,EL999355106,HELLENIC CENTRE FOR MARINE RESEARCH,HCMR,REC,LEOFOROS ATHENS SOUNIO 46 7KM,19013,ATTIKIA ANAVISSOS,EL,"38.9953683,21.9877132",www.hcmr.gr
,2597,999577532,EL999355106,HELLENIC CENTRE FOR MARINE RESEARCH,HCMR,REC,LEOFOROS ATHENS SOUNIO 46 7KM,19013,ATTIKIA ANAVISSOS,EL,"38.9953683,21.9877132",www.hcmr.gr
,2792,,,Local Government of Hajdú-Bihar County,,PUB,Piac u. 54,4024,Debrecen,HU   ,,www.hbmo.hu/
,6087,,,University of Boras,,HES,Allégatan 1,503 32,Borås,SE   ,,www.hb.se/
,2136,,,Hamburg University of Applied Sciences,HAW,,Berliner Tor 5,20099,HAMBURG,DE   ,,www.haw-hamburg.de
,1706,,,Port Authority of Le Havre,GPMH,,,76067,Le Havre,FR   ,,www.havre-port.com
,1596,996523390,,LE HAVRE DEVELOPPEMENT,LHD,OTH,Quai George V 182,76600,Le Havre,FR,,www.havre-developpement.com
,6039,,,Swedish  Environmental Protection Agency,SEPA,REC,Blekholmsterrassen 36,111 22,STOCKHOLM,SE   ,,www.havochvatten.se/en/start.html#
,6038,,,Swedish  Agency for Marine and Water Management,SwAM,,Gullbergs Strandgata 15 ,SE-404 39,Göteborg ,SE   ,,www.havochvatten.se/en/start.html
,6631,,,Haven Gateway Partnership,,,"The Green House, Parkside Office Village, Knowledge Gateway 1",CO4 3ZL,Colchester ,GB   ,,www.haven-gateway.org/
,4360,984921996,,Hardingsmolt AS,Hmolt,PRC,Lysevegen 20,N-5620,Torvikbygd,NO,,www.havdyrkerne.no
,4361,,,Havbrukskompaniet AS,,PRC,Rettedal,4110 ,FORSAND,NO   ,,www.havbrukskompaniet.no
,1104,,,Faeroe Marine Research Institute,FAMRI,REC,Nóatún 1,FO-110,Tórshavn,FO   ,,www.hav.fo/index.php?option=com_content&view=article&id=273&Itemid=265
,1401,,,Conseil Général de Haute-Savoie,CG74,PUB,Rue 30E Régiment d'Infanterie 1,74000,Annecy,FR   ,,www.hautesavoie.fr
,1432,,,DEPARTEMENT HAUTE CORSE,,PUB,Rond-Point du Maréchal Leclerc,20405,Bastia,FR   ,,www.haute-corse.fr
,633,,,Croatian Academy of Engineering; Center for Traffic Engineering,HATZ CPI,HES,Kacic St 28,HR-10001,Zagreb,HR   ,,www.hatz.hr
,6630,,,Hartley Anderson Ltd.,,OTH,"Regent House, 36 ",AB11 5BE,Aberdeen,GB   ,,www.hartleyanderson.com/
,3995,,,Harlingen Seaport,,PUB,Postbus 10.000,8860 HA,Harlingen,NL   ,,www.harlingen.nl/ondernemers/harlingen-seaport_42579/
,4080,,,Municipality of Harlingen,,PUB,Voorstraat 35,8861 BD,Harlingen,NL   ,,www.harlingen.nl
,6629,,,Harland and Wolff Heavy Industries Ltd,,PRC,Queen's Island,BT3 9DU,Belfast,GB   ,,www.harland-wolff.com
,6678,996603221,,INTERNATIONAL HARBOUR MASTERS' ASSOCIATION*IHMA,EHMC,PRC,Fareham Hampshire,PO17 5XZ,Fareham,UK,,www.harbourmaster.org
,6581,,,European Harbour Masters' Committee,EHMC,,PO Box 3111,BN15 5BQ,LANCING,GB   ,,www.harbourmaster.org
,6628,,,Hampshire County Council,,OTH,The Castle,SO23 8UJ ,Winchester,GB   ,,www.hants.gov.uk
,3994,997666826,,Hansje Brinker BV,HB,PRC,Spoorsingel 75,2613BB,Delft,NL,,www.hansjebrinker.net
,304,999955153,,HANSEN TRANSMISSIONS INTERNATIONAL N.V .,Hansen,PRC,Leonardo da Vincilaan 1,2650,EDEGEM,BE,,www.hansentransmissions.com/
,2141,,,Hannover Region; Environment Department,,,Trammplatz 2,30159 ,Hannover,DE   ,,www.hannover.de/en/Government-Service/State-Capital-Hannover/Directorate-of-Economic-and-Environmental-Affairs
,1962,,,City of Hannover,,,,,,DE   ,,www.hannover.de
,1249,,,Town of Hanko,,,Raatihuoneentori 5,10900, Hanko,FI   ,,www.hanko.fi/
,4358,,,Hammerfest Kommune,,OTH,Postboks 1224 ,,HAMMERFEST,NO   ,,www.hammerfest.kommune.no
,5919,,,Hammaro Municipality,,PUB,Box 26,663 21,Skoghall,SE   ,,www.hammaro.se
,1224,,,Port of HaminaKotka,HaminaKotka Satama Oy,,Merituulentie 424,48310,Kotka,FI   ,,www.haminakotka.com/fi/
,1976,,,Columbus Shipmanagement GmbH,,,Willy-Brandt-Straße 59–65,20457,HAMBURG,DE   ,,www.hamburg-sued.de
,2133,996525427,DE243314560,HAMBURG PORT AUTHORITY,HPA,PUB,NEUER WANDRAHM 4,20457,HAMBURG,DE,"53.5449411,9.9954359",www.hamburg-port-authority.de/
,2249,951585036,,LOGISTIK-INITIATIVE HAMBURG EV,Logistik Initiative,OTH,HABICHTSTRASSE 41,22305,HAMBURG,DE,,www.hamburg-logistik.net
,2257,,,Luftfahrtcluster Metropolregion Hamburg e.V.,,,Wexstraße 7,20355,Hamburg,DE   ,,www.hamburg-aviation.de
,2130,,,Hamann AG,,,Bei der Lehmkuhle 4,21279, Hollenstedt,DE   ,,www.hamannag.com
,2129,,,Hal över Gesellschaft für innovative Stadttouristik mbH,,,Schlachte 2,28195,Bremen,DE   ,,www.hal-oever.de
,2809,999533688,,"RESEARCH INSTITUTE FOR FISHERIES, AQUACULTURE AND IRRIGATION",HAKI,REC,"Anna-liget, 8",5541,SZARVAS,HU,,www.haki.hu
,3098,999897826,IL500701628,UNIVERSITY OF HAIFA,UH,HES,ABBA KHUSHY BLVD MOUNT CARMEL,31905,HAIFA,IL,"32.8191218,34.9983856",www.haifa.ac.il
,2592,999975232,EL094052358,HELLENIC AEROSPACE INDUSTRY SA,HAI,PRC,Mesogeion street 2-4,11527,ATHENS,EL,"37.9841493,23.7279843",www.haicorp.com
,2844,999494209,,HAFRANNSOKNASTOFNUNIN,MRI-HAFRO,REC,Skulagata 4,121,REYKJAVIK,IS,"64.148833,-21.9297175",www.hafro.is
,6627,,,Hafren Investments Ltd.,,PRC,Newton Road 103,SA3 4BN,Swansea,GB   ,,www.hafrenventures.com/
,2499,,,Wismar seaport,,,Kopenhagener Str. 3,23966,Wismar,DE   ,,www.hafen-wismar.de
,2347,,,Port of Hamburg,,,Pickhuben 6, 20457,Hamburg,DE   ,,www.hafen-hamburg.de
,2126,997592524,DE115670237,HACON INGENIEURGESELLSCHAFT MBH,HC,PRC,LISTER STRASSE 15,30163,HANNOVER,DE,"52.3907729,9.7512491",www.hacon.de
,4364,,,Hemmes Mek Verksted AS,,PRC,Lapphellveien 11,,HEMNESBERGET,NO   ,,www.haarekboats.no
,1169,,,Haaga-Helia University of Applied Sciences,HAAGA-HELIA,HES,Ratapihantie 13,520,Helsinki,FI   ,,www.haaga-helia.fi
,1178,,,Högskolan på Åland,,,Neptunigatan 17,22100 ,Mariehamn,FI   ,,www.ha.ax/
,4678,,,Metropolitan Association of Upper Silesia,,PUB,Ul. Barbary 21a,40-053,Katowice,PL   ,,"www.gzm.org.pl/info,en.htm"
,3316,998749249,IT05226490489,GRADO ZERO ESPACE SRL,GZE,PRC,VIA NOVE 2/A,50056,MONTELUPO FIORENTINO,IT,"43.7331531,11.0208768",www.gzespace.com
,6391,983860331,,Applied Enzyme Technology Limited,AET,PRC,"Monmouth house, Mamhilad park",NP4 OHZ,PONTYPOOL,UK,,www.gwent.org
,2124,,,GVZ-Gesellschaft mbH,DGG,,Universitätsallee 11-13,,Dresden,DE   ,,www.gvz-org.de
,3321,999782687,IT00644831208,GVS SPA,GVS,PRC,VIA ROMA 50,40069,ZOLA PREDOSA,IT,"44.4912013,11.226308",www.gvs.com
,5545,984844493,,GUTMAR SA,GUT,PRC,METALURGIA 53-55,08908,BARCELONA,ES,,www.gutmar.com
,6624,954688357,,GURALP SYSTEMS LTD,Guralp Systems Limit,PRC,MIDAS HOUSE 3,RG7 8EA,ALDERMASTON READING,UK,,www.guralp.com
,303,950870437,,GUARDSHIP BVBA,GSP,PRC,MARIA VAN BOURGONDIESTRAAT 52,1000,BRUSSEL,BE,,www.guardship.eu
,3181,,,Capitanerie di porto; Guardia Costiera,,,Viale dell'Arte 16,144,ROMA,IT   ,,www.guardiacostiera.it
,5544,998211578,,GUARDIA CIVIL ESPANOLA,GUCI,PUB,C/ Guzmán el Bueno 110,28003,Madrid,ES,,www.guardiacivil.org
,6088,,,University of Gothenburg,UGOT,,,,,SE   ,,www.gu.se
,1168,999432614,FI02446807,GEOLOGIAN TUTKIMUSKESKUS,GEOLOGICALSURVEY OF FINLAND,REC,VUORIMIEHENTIE 5,02151,ESPOO,FI,"60.1801838,24.8299819",www.gtk.fi
,302,,,G-Tec,,,Rue Frumhy 34,4671,BLEGNY,BE   ,,www.g-tec.eu
,5543,,,GTD Sistemas de Información SA,GTD,PRC,,8005,Barcelona,ES   ,,www.gtd.es/
,2583,999827016,,GENIKI GRAMMATIA EREVNAS KAI KAINOTOMIAS,GENERAL SECRETARIAT FOR RESEARCH AND INNOVATION,PUB,Mesogeion Avenue   14-18,115 10,ATHENS,EL,"37.9715141,23.726649846307154",www.gsrt.gr
,2582,,,General Secretariat for Research and Technology,,REC,Mesogeion Av 14-18,14631,ATHENS,GR   ,,www.gsrt.gr
,2645,,,Ministry of Development; General Secretariat for Research and Technology,GSRT,PUB,Mesogeion 14-18,115 27,ATHENS,GR   ,,www.gsrt.gr
,3547,998506652,IT00704800556,SISTEMATICA SPA,SISTEMATICA S.p.A.,PRC,VIA DONATO BRAMANTE 43,05100,TERNI,IT,"42.5726034,12.6356642",www.grupposistematica.it
,3319,988881633,,GRUPPO CLAS SPA,Gruppo CLAS,PRC,Via Serviliano Lattuada 20,20135,MILANO,IT,,www.gruppoclas.com
,5631,997817273,,LUNAGUA S.L.,Lunagua,PRC,POLIGONO INDUSTRIAL DE GUARNIZO 84,39611,ASTILLERO,ES,,www.grupo-tradebe.com
,5746,990269994,ESA39044557,SOCIEDAD PARA EL DESARROLLO REGIONAL DE CANTABRIA SA,SODERCAN,PRC,Isabel Torres (Edif. SODERCAN Parque Cientifico y Tecnologico de Cantabria) 1,39011,Santander,ES,"43.4623102,-3.8101066",www.gruposodercan.es
,5745,,,Sociedad Espanola de Tratamiento de Agua SL,SETA,PRC,,28522 ,Rivas-Vaciamadrid,ES   ,,www.gruposeta.com/
,5391,965392404,ESA46146387,COBRA INSTALACIONES Y SERVICIOS S.A,COBRA,PRC,CALLE CARDENAL MARCELO SPINOLA N 10,28016,MADRID,ES,"40.46710675,-3.67012861140542",www.grupocobra.com/‎
,5541,,,"Grupo CIE, SL",Grupo CIE,,LA MAR 69,,ALTEA (ALICANTE),ES   ,,www.grupocie.com
,5334,998051431,,"BIOGAS FUEL CELL, SA",BFC,PRC,"CALLE ADA BYRON, 1 IZQ PARQUE CIENTIFICO TECNOLOGICO GIJON, EDIFICIO PISA 107",33203,GIJON,ES,,www.grupobfc.com
,5915,,,Grums Municipality,,PUB,Sveagatan 77,664 80,Grums,SE   ,,www.grums.se/
,3990,,,Groente- en Viskwekerij Cornelisse BV,GroVisCo,PRC,Meanderlaan 9,4691 LJ,Tholen,NL   ,,www.grovisco.eu/
,1611,998596765,,MAPI-NAXIS SAS,MAPI,PRC,rue de la Villette 27,69003,LYON,FR,,www.groupemapi.com/site.php
,1598,,,Les Poissons du Soleil,,PRC,Rue des Trimarans 1,34540 ,Balaruc-les-Bains,FR   ,,www.groupeaqualande.com/
,3991,,,Groningen Seaports,,PUB,Handelskade Oost 1,9934 AR ,Delfzijl,NL   ,,www.groningen-seaports.com
,2590,999937887,EL094536469,NATIONAL INFRASTRUCTURES FOR RESEARCH AND TECHNOLOGY,GRNET S.A.,PRC,LEOFOROS KIFISIAS 7,11523,ATHINA,EL,"35.2762899,23.5449713",www.grnet.gr
,6622,965378145,,GRIMSBY FISH MERCHANTS ASSOCIATION LTD,FMA,PRC,WHARNCLIFFE ROAD FISH DOCKS GRIMSBY FISH MARKET,DN31 3QJ,GRIMSBY,UK,,www.grimsbyfishmerchants.co.uk
,3140,,,Atlantica SpA di Navigazione,,,"via M. Campodisola, 13",80133 ,NAPOLI,IT   ,,www.grimaldi-ferries.com/
,3317,,,Grimaldi Compagnia di Navigazione SpA,,,"Via Emerico Amari, 8",,PALERMO,IT   ,,www.grimaldi.napoli.it
,3444,958440414,,OFFICINA MECCANICA GRILLI DI GRILLI ROBERTO & C. SAS,SME13,PRC,VIA PIER CAPPONI 22,62012,CIVITANOVA MARCHE MC,IT,,www.grillisas.com
,4357,,,Grieg Logistics,,PRC,C. Sundtsgt 17/19,,BERGEN,NO   ,,www.grieg.no
,1533,,,Grenoble Institute of Technology,Grenoble INP,HES,Avenue Félix Viallet 46,38000 ,Grenoble,FR   ,,www.grenoble-inp.fr/
,6136,992179827,,Greenvalue SA,GV,PRC,RUE DES DUCATS 40 A,1350,ORBE,CH,,www.greenvalue-sa.com
,6621,983212274,,GreenUrban Technologies Limited,GT,PRC,Windermere Drive 31,WA11 7LD,"Rainford, St. Helens, Merseyside",UK,,www.greenurban.co.uk
,5540,,,"Green Power Technologies, SL",GPtech,PRC,"Camino de los Descubrimientos, 17",41092 , Isla Cartuja,ES   ,,www.greenpower.es
,301,995542041,BE0891742279,Greenovate! Europe,Greenovate! Europe,OTH,RUE D ARLON 63-65,1040,Brussels,BE,"50.8546826,4.3199726",www.greenovate-europe.eu/
,7058,999867756,GB586731502,UNIVERSITY OF GREENWICH,UOG,HES,PARK ROW GREENWICH OLD ROYAL NAVAL COLLEGE,SE10 9LS,LONDON,UK,"51.5073219,-0.1276473",www.gre.ac.uk
,6619,,,Gravesham Borough Council,,OTH,Windmill Street,DA12 1AU,Gravesend,GB   ,,www.gravesham.gov.uk/
,880,987153869,DK25621646,DHI GRAS AS,GEOGRAPHIC RESOURCE ANALYSIS & SCIENCE,PRC,AGERN ALLE 5,2970,HORSHOLM,DK,"55.8832986,12.5000112",www.gras.ku.dk
,300,959018437,,GRANTURCO AND PARTNERS SPRL,G&P,PRC,PLACE DE JAMBLINNE DE MEUX 33,1030,BRUXELLES,BE,,www.granturco-lawyers.com
,1850,,,Urban Community of Lyon,,PUB,rue du Lac 20,69505,Lyon,FR   ,,www.grandlyon.com
,1388,,,Communauté d' Agglomération Grand Angoulême,,,,16023, Angoulême,FR   ,,www.grandangouleme.fr
